PostID,Post Description,Date,Language Code,Full Language,Sentiment
B78g8_1lA-P,"In the battle against Coronavirus, let's join hands as a community and be safe, aware and prepared. Should you or your loved ones encounter any symptoms, kindly head to your nearest hospital for a check-up.

#BeSafe #coronavirusawareness #WeAreTrivitron",01/30/2020,en,English,positive
B78mgDPFhLP,"#coronavirus 
#coronavirusawareness",01/30/2020,en,English,neutral
B777NRZhwq3,"Trying  to put on my mask for safety measures 🤣🐶.. Keep safe everyone😉
#singapore
#coronavirus #coronavirusawareness #sgdogs #dogmask #dog #dogsofinstagram  #dogs #mask.",01/30/2020,en,English,positive
B78LvsTnduI,"Coronaviruses (CoV)

What are Coronaviruses (CoV)?
Coronaviruses (CoV) are a large family of viruses that cause illness ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV). A novel coronavirus (nCoV) is a new strain that has not been previously identified in humans.

Transmission Process:
Coronaviruses are zoonotic, meaning they are transmitted between animals and people.
Detailed investigations found that SARS-CoV was transmitted from civet cats to humans and MERS-CoV from dromedary camels to humans. Several known coronaviruses are circulating in animals that have not yet infected humans.

Common Signs and Symptoms:
Respiratory symptoms, fever, cough, shortness of breath and breathing difficulties. In more severe cases, infection can cause pneumonia, severe acute respiratory syndrome, kidney failure and even death.

Prevention Measures:
Regular hand washing, covering mouth and nose when coughing and sneezing, thoroughly cooking meat and eggs. Avoid close contact with anyone showing symptoms of respiratory illness such as coughing and sneezing. (WHO)

For more updates please visit our Facebook page for relevant links .
.
.
.
.
#DiseaseOutbreakCoronaviruses
#DiseaseOutbreak
#Coronaviruses
#novelcoronavirus2019nCoV
#NovelCoronavirus
#CoV #coronavirusoutbreak #coronaviruschina #coronavirusnews #coronavirusawareness #coronavirusoutbreak2020",01/30/2020,en,English,negative
B78LwYlnzEH,"Coronaviruses (CoV)

What are Coronaviruses (CoV)?
Coronaviruses (CoV) are a large family of viruses that cause illness ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV). A novel coronavirus (nCoV) is a new strain that has not been previously identified in humans.

Transmission Process:
Coronaviruses are zoonotic, meaning they are transmitted between animals and people.
Detailed investigations found that SARS-CoV was transmitted from civet cats to humans and MERS-CoV from dromedary camels to humans. Several known coronaviruses are circulating in animals that have not yet infected humans.

Common Signs and Symptoms:
Respiratory symptoms, fever, cough, shortness of breath and breathing difficulties. In more severe cases, infection can cause pneumonia, severe acute respiratory syndrome, kidney failure and even death.

Prevention Measures:
Regular hand washing, covering mouth and nose when coughing and sneezing, thoroughly cooking meat and eggs. Avoid close contact with anyone showing symptoms of respiratory illness such as coughing and sneezing. (WHO)

For more updates please visit our Facebook page for relevant links .
.
.
.
.
#DiseaseOutbreakCoronaviruses
#DiseaseOutbreak
#Coronaviruses
#novelcoronavirus2019nCoV
#NovelCoronavirus
#CoV #coronavirusoutbreak #coronaviruschina #coronavirusnews #coronavirusawareness #coronavirusoutbreak2020",01/30/2020,en,English,negative
B78BN5bpZl1,Our prayers goes out to all #Coronavirus victims. #coronavirusoutbreak #coronaviruschina #coronavirus2020 #coronavirusnews #coronaviruswuhan #coronavirusprotection #coronavirusawareness #coronavirusupdate #coronavirüs #coronavirusnews,01/30/2020,en,English,negative
B78aEe0lp0Q,"Especially by World Health Organization

#corona #coronavirus #coronaviruschina #coronavirusmemes #coronavirusawareness #coronavirus2020 #who #worldhealthorganization #worldhealthorganisation #awareness",01/30/2020,en,English,neutral
B777GeehZnq,"Tips from @hemashospitalssrilanka to secure yourself and others from coronavirus 🦠
...
...
#coronavirus #coronavirusawareness #hemas #srilanka #hemaswellness #coronavirus2020",01/30/2020,en,English,positive
B77rqsdBwmS,"Guidelines by @cdcgov_x000D_Orange County has one confirmed case of novel coronavirus. However, there is no evidence that person-to-person transmission has occurred in Orange County. Although risk of infection to public in Orange County is believed to be low, we must take precautionary actions to lower our chances of getting ill. _x000D_Learn more about coronavirus: http://bit.ly/2uHbNMI
_x000D_#novelcoronavirus #coronavirus #coronovirus2020 #coronavirusawareness #coronavirusoutbreak#publichealth #hygeine #awareness #flu #cdc #china #ochealth #orangecounty #irvine #irvineca #irvinecalifornia #tustin #santaana #anaheim #urgentcare",01/30/2020,en,English,positive
B77lJgZHPpo,"Keep Safe👍 
#protection #coronavirusawareness #vlogger #dubai #safetyfirst",01/30/2020,en,English,positive
B78oprkJCo3,"Medical staff at the hospitals in Wuhan is working hard to fight the corona virus. In order not to waste time or supplies they don’t take off their gear during the entire shift. The face mask has left a mark on their faces. They also avoid drinking in order not to have to use the bathroom.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",01/30/2020,en,English,negative
B78cM7EDIpC,"Tag your meme buddies to gain extra protection from kung flus

#memes #meme #dankmeme #corona #coronavirus #coronavirusmemes #funny #laugh #viral #wuhan #china #prayforwuhan #edgymeme #funnymeme #ncov #patrick #patrickstar #patrickstarmemes #wuhanchina #coronavirusawareness",01/30/2020,en,English,positive
B78BlgcjSVv,"#coronavirusawareness 🦠
💫Protect Yourself and others from getting sick.
👉🏻Novel Coronavirus (2019-nCoV) advice for the public:
🦠Frequently clean hands by using alcohol-based hand rub or soap and water.
🦠When coughing and sneezing, cover mouth and nose with flexed elbow or tissue – throw tissue away immediately and wash hands.
🦠Avoid close contact with anyone who has fever and cough.
🦠If you have fever, cough and/or difficulty breathing, seek medical care early and share previous travel history with your health care provider.
🦠When visiting live markets in areas currently experiencing cases of Novel Coronavirus, avoid direct unprotected contact with live animals and surfaces in contact with animals.
🦠The consumption of animal products should be avoided.
Avoid non-vegetarian foods, specially sea food, and opt for a fully vegetarian diet, atleast till the full extent of the virus can be identified.
.
.
.
#morepen #drmorepen #drmorepenltd #drmorepenlimited #virus #coronavirus #coronavirus2020 #coronavirusoutbreak #coronaviruschina #coronavirusnews #coronavirusprotection #coronavirusoutbreak2020 #coronavirusprevention #coronavirussymptoms",01/30/2020,en,English,positive
B77S-3ZB1eM,"Coronavirus is an infectious virus species of the Coronaviridae subgroup of the Coronaviridae family of the Niduvirus class. The genome of this virus is made up of its own RNA. Its genome size is usually between 20 and 32 kilos of base pairs, the largest of such RNA viruses.
Species : Coronaviridae
Category : Nidovirales
Subgroup : Orthocoronavirinae
Episode : Incertae sedis
Species Species : Middle East respiratory syndrome-related coronavirus
.
Coronavirus, the fear of our fellow Chinese brothers, is a group of viruses that cause diseases in mammals and birds. In humans, the virus causes respiratory infections which are typically mild but, in rare cases, can be lethal. .
The name ""Coronavirus"" is derived from the Latin ""corona"" and the Greek (korṓnē), meaning crown or halo.
.
There are no vaccines or antiviral drugs that are approved for prevention or treatment.
.
Scientists have found out that this virus is not spreading through Domestic animals such as Cows, Dogs, Cats or Rabbits. Athough it hasn’t yet reached our country, we must know the prevention of this Virus.
.
These are some recommended ways for prevention of the virus:
.
1. Wash your hands often with soap and water for at least 20 seconds. If soap and water are not available, use an alcohol-based hand sanitizer.
.
2. Avoid touching your eyes, nose, and mouth with unwashed hands.
.
3.Avoid close contact with people who are sick.
.
4.Stay home when you are sick.
.
5.Cover your cough or sneeze with a tissue, then throw the tissue in the trash.
.
6. Clean and disinfect frequently touched objects and surfaces.
.
.
.
.
.
#corona #coronavirus #coronavirusawareness #coronavirusfacts #knowledge #knowledgeispower #onlinesohopathi",01/30/2020,en,English,negative
B77pjNOlXaq,"Guidelines by @cdcgov _x000D_Orange County has one confirmed case of novel coronavirus. However, there is no evidence that person-to-person transmission has occurred in Orange County. Although risk of infection to public in Orange County is believed to be low, we must take precautionary actions to lower our chances of getting ill. _x000D_Learn more about coronavirus: http://bit.ly/2uHbNMI
_x000D_#novelcoronavirus #coronavirus #coronovirus2020 #coronavirusawareness #coronavirusoutbreak#publichealth #hygeine #awareness #flu #cdc #china #ochealth #orangecounty #fountainvalley #huntingtonbeach",01/30/2020,en,English,positive
B77bbwHnUj-,Stay safe everyone. #coronavirusawareness #coronavirusupdate #coronavirusdewuhan #coronavirusindonesia #coronavirusoutbreak #coronaviruses #coronaviruschina #coronavirüsü #coronavirusmemes #coronavirusindia #coronavirusoutbreak2020 #coronavirusalert #coronavirusfrance #coronaviruschino #coronavirusbrasil #coronavirusmeme #coronavirusnews #prilaga #coronavirusprevention #coronaviruswuhan #coronavirus😷 #coronavírus #coronavirüs #coronavirusu #coronavirus #coronavirus2020,01/30/2020,en,English,positive
B78BWExHDeq,"Doing our part for our patrons to have a worry and stress-free time while having fun!

#coronavirusawareness",01/30/2020,en,English,positive
B78iW8wpXtY,"The @who has officially declared the Coronavirus as a global health emergency.

That said, click on the link in the bio for a complete breakdown of everything we know about the virus.

#worldhealthorganization #coronavirus #2019nCoV #coronavirusoutbreak #coronaviruschina #wuhan #wuhanvirus #wuhancoronavirus #chinavirus #coronaviruses #coronavirus2020 #coronavirusnews #coronaviruswuhan #coronavirusupdate #coronavirusawareness #coronavirusalert #coronavirus😷 #coronavirusinfection #coronavirusprevention #coronavirusprotection

#Repost @who
• • • • • •
Coronaviruses are a large family of viruses that are known to cause illness ranging from the common cold to more severe disease. This is how you can protect yourself & reduce risk from #coronavirus infection:
👏🏽Hand hygiene
🤧Cover mouth & nose when coughing & sneezing
🥩Thoroughly cook meat & eggs 🌡Avoid close contact with anyone with respiratory illness
❌ Avoid close contact with wild or live farm animals",01/30/2020,en,English,negative
B77lThVnHbi,"#newsworthy
SIGNIFICANT BREAKTHROUGH I FIGHTING CORONAVIRUS 🦠
For the first time, the novel coronavirus has been grown from a cell culture outside China. 🇨🇳
•• A ""significant breakthrough"" that may help combat the deadly virus which has claimed over 130 lives and infected over 6,000 people.
•• Australian researchers said this allow accurate investigation and diagnosis of the virus globally.
•• The grown virus will be used to generate an antibody test 🧪, which allows for detection of the virus in patients who haven't begun to display symptoms.
✅ DIAGNOSIS: ""Having the real virus means we now have the ability to actually validate and verify all test methods, and compare their sensitivities and specificities. It will be a game changer for diagnosis. -- Julian Druce, researcher at The Royal Melbourne Hospital
.
#newsworthywithab
#royalmelbournehospital #australia 
#coronavirus #coronavirusoutbreak #coronaviruses #wuhanvirus #wuhancoronavirus #coronaviruschina #coronavirus2020 #coronavirusawareness #wuhanchina #wuhanvirus #wuhancoronavirus #wuhanpneumonia #wuhancity #coronavirusindia",01/30/2020,en,English,negative
B78ivmIHb9j,"#newsworthy
India has the first confirmed case of the novel coronavirus😷. Here's what we know:
•• She is a student of Wuhan University and had just returned. Her condition is stable.
•• She is under isolation at the General Hospital in Thrissur.
•• This is the first sample that has returned positive for the Coronavirus among the several hundred people who have been screened and isolated for observation.
•• The toll of the virus is steadily increasing: 132 deaths, 6,147 cases.
.
#newsworthywithab
#coronavirus #coronavirusoutbreak #coronaviruses #wuhanvirus #wuhancoronavirus #coronaviruschina #coronavirus2020 #coronavirusawareness #wuhanchina #wuhanvirus #wuhancoronavirus #wuhanpneumonia #wuhancity #coronavirusindia",01/30/2020,en,English,positive
B78k0mEBsS6,"Roll Banner & Y Banner Delivered! Laniros Dian Pharma reminding the people for Corona Virus and these to be placed at Soetta Airport!! Spot them 
Out! #rollbanner #ybanner #coronavirusawareness",01/30/2020,en,English,neutral
B78Nj6YFeFf,"Keep Safe everyone ☺️
#coronavirusawareness 😷",01/30/2020,en,English,positive
B78SDxQp4HQ,🕍#covid_19 #GB#4pm#TYC#ZNC,01/30/2020,en,English,neutral
B7-b-JhpF_q,"The Civil Aviation Authority (CAA) partially suspended all direct flight operations between China and Pakistan amid fear of deadly coronavirus.

#pakistan #china #caa #coronavirus #coronavirusoutbreak #pakchina #chinavirus #wuhan #wuhanvirus #coronavirusupdates #concepttvlive #concepttvnews #pakistanzindabad",01/31/2020,en,English,negative
B7-iZ3SnT3d,"#coronadetection #coronainPakistan #coronavirusfound #coronavirusupdates #coronavirusvaccine

https://knnhd.tv/pakistan-suspend-flight-operation-for-china/",01/31/2020,en,English,neutral
B795JzlJvCH,#nanoinfluencer #microinfluencer #influencer #k #discoverunder #influencerlife #influencerlifestyle #influencerswanted #coronavirus #eventhosting #gogroupado #eventplanner #influencercollab #groupado #bloggerlifestyle #eventexperiences #purposefulbrand #coronavirusawareness #experiences #instagood #instafriends #businessopportunity #influencerminded #globalimpact #curatedevents #blogger #influencermarketing #microinfluencers #mtbiking #bhfyp,01/31/2020,en,English,neutral
B7_ku0rJmP5,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_lJHtp9yA,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_n-rgnVBF,"Video from Héngyáng, China 🇨🇳
Vía @coronavirus_online .
.
.
.

#coronavirus #coronavirusoutbreak #virus #wuhan #wuhanvirus #coronaviruschina #wuhanchina #corona #coronovirus #chinavirus #wuhancoronavirus #outbreak #plagueinc #corona #coronaviruses #coronavirusfrance #coronavirus2020 #coronavirusbrasil #coronavirusnews #coronavirusecuador #coronaviruswuhan #coronavirusindiapdate #coronaviruschino #coronavirusawareness #coronavirusdewuhan #coronavirusoutbreak2020 #coronavirusaustralia #coronavirus2019",01/31/2020,en,English,neutral
B7_0D1lHOLm,"Proper hand washing can help control the risk of Coronavirus. Always remember to choose good health and wash your hands with soap and water. #TedescoServices #CoronavirusAwareness #KeepItClean #ChooseGoodHealth⠀
.⠀
.⠀
.⠀
#commercialcleaningservices #commercialcleaningbusiness #safetytips #washyourhands #sterlingheights #macombcounty #michiganbusiness",01/31/2020,en,English,positive
B7_oovnlbaA,"CORONA VIRUS SAFETY GUARD🛡️🛡
.
.
Must Try 💯💯
.
.
️#coronavirus #coronavirusoutbreak #coronaviruses #coronavirusmeme #coronavirus2020 #coronaviruschina #coronavirusfrance #coronavirusbrasil #coronavirusindia #coronavirusawareness #india #china #japan #europe #grigorigrabovoi #thehealingmystique #healingcodes",01/31/2020,en,English,positive
B7_94NmItNb,#coronavirusprotection #coronavirusmeme #coronavirus2020 #coronaviruschina #coronavirusfrance #coronavirusoutbreak #coronavirusawareness #coronaviruses #coronavirus #coronavirusinfection #coronavirusmemes #coronavirusupdate #coronaviruswuhan #coronavirusprevention #coronavirusu #coronavirus2019 #coronavirusalert #coronavirüsü #coronavirus😷 #coronavirusbrasil #prilaga #coronavirusindonesia #coronaviruschino #coronavirusdewuhan #coronavirüs #coronavirusnews #coronavirusecuador #coronavirusoutbreak2020 #coronavírus,01/31/2020,en,English,neutral
B7_YDnxJKVF,"This elderly man from Chengdu, Sichuan province has secretly donated RMB 10071 (USD$ 1452) without giving his name and walked away. He has been found and we now know that he is a sanitary worker who gave all his savings for the past five years to help Wuhan fight the corona virus. Summarizing his own words why he donated: A country is nothing without its people, people are nothing without a country. A country’s problems are the people’s problems and vice versa.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",01/31/2020,en,English,negative
B7_5I0Zn3vk,"😥Wuhan, China 🇨🇳
.
.
.
.
.

#coronavirus #coronavirusoutbreak #virus #wuhan #wuhanvirus #coronaviruschina #wuhanchina #corona #coronovirus #chinavirus #wuhancoronavirus #outbreak #plagueinc #corona #coronaviruses #coronavirusfrance #coronavirus2020 #coronavirusbrasil #coronavirusnews #coronavirusecuador #coronaviruswuhan #coronavirusindiapdate #coronaviruschino #coronavirusawareness #coronavirusdewuhan #coronavirusoutbreak2020 #coronavirusaustralia #coronavirus2019",01/31/2020,en,English,neutral
B7_cWCIn12L,"Courtesy of @coronavirus_online from China 📍🇨🇳😷
.
.
.
.
#photojournalist #coronavirus #coronavirusoutbreak #virus #wuhan #wuhanvirus #coronaviruschina #wuhanchina #corona #coronovirus #chinavirus #wuhancoronavirus #outbreak #plagueinc #corona #coronaviruses #coronavirusfrance #coronavirus2020 #coronavirusbrasil #coronavirusnews #coronavirusecuador #coronaviruswuhan #coronavirusindia #coronavirusupdate #coronaviruschino #coronavirusawareness #coronavirusdewuhan #coronavirusoutbreak2020 #coronavirusaustralia #coronavirus2019 #coronavirusu",01/31/2020,en,English,positive
B7_lldFp0Bj,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_k4tLpbBj,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_XYSZn5rJ,"'WHO's greatest concern is if the virus spreads to countries with weaker health systems and are ill prepared to deal with it
.
.
.
.
.
#coronavirus #coronavirusoutbreak #coronavirus2020 #coronavirusupdate #coronavirusnews #coronavirusawareness",01/31/2020,en,English,negative
B7_lSj6Juey,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_ldDkpIcY,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_lBonpEdR,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7_WjyGAdff,"Today the World Health Organization announced it was declaring a public health emergency of international concern due to the spreading virus.  Common signs of infection of the new coronavirus include fever, cough, shortness of breath, and breathing difficulties.
The risk of contracting the disease in the U.S. remains low, but if you’re worried there are simple steps to take.
Wash your hands, avoid touching your face, and avoid people who are coughing or sneezing. #coronavirus #coronavirusprotection #protectyourself #coronavirusawareness #behnamofontario #charity",01/31/2020,en,English,negative
B7_o4KVHaMF,"Destroy the virus 🦠
Vía @coronavirus_online
.
.
.
.

#coronavirus#China #wuhan #coronavirusoutbreak #virus #wuhan #wuhanvirus #coronaviruschina #wuhanchina #corona #coronovirus #chinavirus #wuhancoronavirus #outbreak #plagueinc #corona #coronaviruses #coronavirusfrance #coronavirus2020 #coronavirusbrasil #coronavirusnews #coronavirusecuador #coronaviruswuhan #coronavirusindiapdate #coronaviruschino #coronavirusawareness #coronavirusdewuhan #coronavirusoutbreak2020 #coronavirusaustralia",01/31/2020,en,English,negative
B7_4kJhprtk,"CORONA VIRUS🤐🤐
This is only the sixth time such an emergency has been declared
.
.
FOLLOW: @theeditorialsofficial for more “FLASH UPDATES”. ——————————————————
WHO's Director-General #DrTedros declared the coronavirus as a #PublicHealthEmergency of international concern. 
This is only the sixth time such an emergency has been declared, with past examples including the Ebola #outbreak in the Democratic Republic of Congo and the Zika virus ———————————————⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#CoronaVirusIndia #coronavirus #coronaviruses #coronaviruschina #coronavirusoutbreak #coronavírus #coronavirüs #coronavirusmemes #coronaviruschino #coronavirusupdate #coronavirusawareness #coronavirusnews #coronavirus2020 
#2019nCoV #worldhealthorganization #who #worldhealthorganisation #worldhealthorganisationwho #worldhealthorganization🌎 #worldhealthorganizationseria #worldhealthorganisationconference #worldhealthorg #worldhealthorginization #ncov2019 #CoronavirusOutbreak #seithigal",01/31/2020,en,English,negative
B7_Ziu0gKnv,"#Coronavirus: Once they are in Delhi, the passengers will be... FOLLOW: @hashttag.news for more “FLASH UPDATES”. ————————————————————————⠀
⠀
The first flight, AI 1348, has reached Wuhan and is expected to bring back nearly 400 Indians — mostly students studying at Wuhan University. Once they are in Delhi, the passengers will be quarantined for 14 days in a special hospital set up by the army. ⠀
⠀ ————————————————————————⠀⠀⠀⠀
FOLLOW: @hashttag.news⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
FOLLOW: @hashtag.cinemas⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
FOLLOW: @hashtag.memz ———————————————————————— #nCoV2020 #CoronaVirusIndia #coronavirus #coronaviruses #coronaviruschina #coronavirusoutbreak #coronavírus #coronavirüs #coronavirusmemes #coronaviruschino #coronavirusupdate #coronavirusawareness #coronavirusnews #coronavirus2020 #WorldHealthOrganization #CHINAvirus #china #virus #India #airindia #airindiaflight #CoronavirusWho #coronaviruschina #CoronaVirusKerala #keralavirus  #coronarvirues #keralacoronavirus #kerala  #CoronavirusOutbreak.",01/31/2020,en,English,positive
B7_XXwAHyyl,"'WHO's greatest concern is if the virus spreads to countries with weaker health systems and are ill prepared to deal with it
.
.
.
.
.
#coronavirus #coronavirusoutbreak #coronavirus2020 #coronavirusupdate #coronavirusnews #coronavirusawareness",01/31/2020,en,English,negative
B7_xtZ6lU6v,"⚠️ The coronavirus outbreak is now a global health emergency.

Reduce your risk of infection.✔️ .

Learn more on protecting yourself from the virus 👉 https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public?fbclid=IwAR3vJtSpTXQkbE5LjBy_HUC7J56cbLW-drEjoLRUxvX9PSWpUtn8zq6fQtE .

#IELTS #ieltscanada #ieltstips #ieltsvocabulary #ieltsclasses #ieltspreparation #ieltspreparationcourse #ieltstest #ieltsgeneral #ieltsacademic #ieltslistening #ieltsreading #ieltswriting #ieltsspeaking #ieltsprep #ieltstraining #ieltsteacher #britishcouncil #britishcouncilielts #canada🇨🇦 #surrey #westminster #coquitlam #richmond #britishcolumbia #ieltsexam #wuhanvirus #coronaviruscanada #coronavirus #coronavirusawareness",01/31/2020,en,English,negative
B7_CAbiAMO7,"Following confirmation that the Coronavirus (2019-nCoV) is present in the UK, we’re currently processing high number of enquiries. Published data is limit but current recommendations are all relating to good hygiene. 
Sneeze or cough into a tissue and dispose of it.
Wash / Sanitize hands regularly.
Clean and disinfect handled objects and surfaces regularly.

#coronavirus  #coronavirus #handhygiene  #sanitizer #sensiblesteps  #useatissue  #washyourhands #coveryourmouthwhenyoucough  #hygienetips #hygieneproducts #coldprecaution #precaution #coronavirusawareness",01/31/2020,en,English,positive
B7-_6YGpT9z,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B791Tsgprbd,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B790eJ9pjag,"👉👉Follow me for more latest funny memes😂😂👍👍
#china
#wuhan
#virus
#plague
#plaguememes 
#memeplague 
#coronavirustips 
#coronavirus
#corona
#coronavirusindia 
#coronavirusfacts 
#coronavirusprevention 
#coronaviruses 
#coronavirusawareness 
#coronavirusnews 
#coronavirusmemes 
#coronaviruschina 
#coronaviruspreventiontips 
#ww3 
#ww3memes",01/31/2020,en,English,positive
B7--CDNBunP,"The World Health Organization declared the Wuhan coronavirus outbreak a public health emergency of international concern, as the death toll reached at least 170 and more than 8,100 cases were confirmed in mainland China. Last week, the global health organization said the virus didn't warrant the emergency declaration, but as the number of cases rose and evidence of person-to-person transmission emerged outside of China, WHO leadership called an emergency meeting in Geneva on Thursday. Previous public health emergencies identified by the organization have included outbreaks of Ebola, Zika and H1N1.

_______________________

Let's follow for the information

#coronavirus #coronavirusoutbreak #virus #wuhan#wuhanvirus #coronaviruschina #wuhanchina#corona #coronovirus #chinavirus#wuhancoronavirus #outbreak #plagueinc #corona#coronaviruses #coronavirusfrance#coronavirus2020 #coronavirusbrasil#coronavirusnews #coronavirusecuador#coronaviruswuhan #coronavirusindia#coronavirusupdate #coronaviruschino#coronavirusawareness #coronavirusdewuhan#coronavirusoutbreak2020 #coronavirusaustralia#coronavirus2019 #coronavirususa",01/31/2020,en,English,negative
B7_VTkEpO40,"Little Quan is 7 years old and lives in Wulian, Shandong province. When the corona virus broke out her parents (both doctors) left home to work at the frontline. The little girl is only in first grade and hasn’t sent her parents in 9 days. She misses them terribly.
A lot of medical staff has either not gone home at all during Chinese New Year or reported back to work early. Chinese New Year is the most important holiday in the Chinese calendar. Normally everyone would have been on public holiday with their family from January 24th until January 30th. It could be compared to a child sitting at home without her parents during Christmas, adding on that this girl is afraid that her parents aren’t safe : ( During the call her mother asks her to stop crying. One can only try to imagine how hard it must be for the mother to see her little girl crying and not being able to hug her.

中国加油(china jiayou)=China you can do it, keep fighting!
#ChinaJiayou #wuhancoronavirus #coronavirus #chinavirus #coronaviruschina #chinacoronavirus #wuhancoronaoutbreak #chinavirusnews #corona #coronavirusawareness #wuhan #wuhanvirus #武汉加油 #中国加油",01/31/2020,en,English,negative
B7-CKjiBQNA,#coronavirus #coronavirusawareness #homoeopathyworks #homoeopathyheels #homoeopathycures #homoeopathicmedicine #arsenicumalbum30 #emptystomach #for3days #prophylacticmedicine,01/31/2020,en,English,neutral
